name,male,female,related
Elaine,1,1,"Elaina,Lainey,Laney"
Elam,1,0,
Elanor,0,1,
Elba,1,1,Alba
Elbert,1,1,"Albert,Albertus"
Elda,1,1,Ilda
Elder,1,1,"Hélder,Helder"
Eldon,1,1,
Eldred,1,1,
Eleanor,1,1,"Elea,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah,Noreen,Norene"
Eleanora,0,1,"Elea,Eleanor,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah,Noreen,Norene"
Eleanore,0,1,"Elea,Eleanor,Eleanora,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah,Noreen,Norene"
Eleazar,1,1,Lazaros
Electra,0,1,Elektra
Elektra,0,1,Electra
Elena,1,1,"Alena,Aliona,Alyona,Alyonka,Eleni,Eliina,Elina,Ella,Heleena,Helena,Helene,Heli,Hella,Ileana,Ilinca,Leena,Lena,Lene,Leni,Lenuța,Yelena"
Elene,0,1,
Eleni,0,1,"Elena,Lena"
Elenora,0,1,"Elea,Eleanor,Eleanora,Eleanore,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah,Noreen,Norene"
Eleonor,0,1,"Eleonora,Ella,Ellinor,Nora"
Eleonora,0,1,"Eleonor,Eleonore,Ella,Ellen,Ellinor,Leonora,Leonore,Lore,Noor,Noortje,Nora,Norina"
Eleonore,0,1,"Eleonora,Ella,Leonore,Lore,Nora"
Eleuterio,1,0,
Elfreda,0,1,"Elfrieda,Frieda"
Elfrieda,0,1,Elfreda
Eli,1,1,"Elin,Elisabet,Elise,Ella,Ely,Helena,Helene,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi"
Elia,1,1,
Eliab,1,0,
Elian,1,1,
Eliana,1,1,"Elliana,Liana"
Elias,1,1,"Eelis,Eliou,Elis,Eljas,Helias,Ilias,Lias"
Elicia,0,1,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
Elie,1,1,
Eliel,1,0,
Eliezer,1,0,
Elif,0,1,
Eligio,1,0,Eloy
Elihu,1,0,
Elija,1,0,
Elijah,1,1,"Eliya,Eliyahu"
Elin,1,1,"Elen,Eli,Elina,Ella,Elna,Helena,Helene,Hella,Helle,Lena,Lene"
Elina,0,1,"Elena,Eliina,Elin,Ella,Elna,Heleena,Helena,Helene,Heli,Leena,Lena"
Elinor,0,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah,Noreen,Norene"
Elio,1,0,
Eliora,0,1,
Eliot,1,1,
Eliott,1,0,
Elisa,1,1,"Bettina,Eliisa,Elisabet,Elisabete,Elisabeth,Elisabetta,Elise,Elissa,Ella,Elli,Elsa,Else,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Liesl,Liisa,Liisi,Lili,Lilli,Lisa,Lisbeth"
Elisabet,0,1,"Eli,Eliisa,Elisa,Elisabeth,Elise,Ella,Elsa,Elsie,Liisa,Liisi,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi"
Elisabeth,1,1,"Betje,Bettina,Elisa,Elisabet,Elise,Elissa,Ella,Elli,Elly,Els,Elsa,Else,Elsie,Elsje,Ilsa,Ilse,Lies,Liesa,Liesbeth,Liese,Liesel,Liesje,Liesl,Lijsbeth,Lili,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Lize"
Elise,1,1,"Betje,Bettina,Eli,Eliisa,Elisa,Elisabet,Elisabeth,Ella,Elli,Elly,Els,Elsa,Else,Elsie,Elsje,Ilsa,Ilse,Lies,Liesa,Liesbeth,Liese,Liesel,Liesje,Liesl,Liisa,Liisi,Lijsbeth,Lili,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi,Lize"
Eliseo,1,0,
Elisha,1,1,Elishua
Elisheva,0,1,
Elissa,0,1,"Elisa,Elisabeth"
Elita,0,1,
Eliud,1,0,
Eliya,1,1,"Elijah,Eliyahu"
Eliyahu,1,0,"Elijah,Eliya"
Eliza,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Ela,Elisabed,Elisabeta,Eliso,Elizabet,Elizabete,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Elżbieta,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Elizabet,0,1,"Eliza,Liliána,Lilien"
Elizabeth,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Elke,0,1,
Ella,1,1,"Alena,Bess,Bessie,Beth,Betsy,Bette,Bettie,Bettina,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elena,Elenora,Eleonor,Eleonóra,Eleonora,Eleonore,Eli,Eliina,Eliisa,Elin,Elina,Elinor,Elisa,Elisabet,Elisabeth,Elise,Eliza,Elizabeth,Elle,Ellen,Elli,Ellie,Ellinor,Elly,Elna,Elnora,Elsa,Else,Elsie,Elyse,Gabi,Gabriella,Heleena,Helen,Heléna,Helena,Helene,Heli,Hella,Helle,Hellen,Ilsa,Ilse,Leena,Leesa,Léna,Lena,Leni,Lenora,Lenore,Leonore,Libbie,Libby,Liddy,Lies,Liesa,Liese,Liesel,Liesl,Liisa,Liisi,Lili,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lilli,Lillia,Lillian,Lilliana,Lillie,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lore,Nell,Nelle,Nellie,Nelly,Nóra,Nora,Norah,Petronella,Tetty"
Ellar,0,1,Ealair
Elle,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Eliza,Elizabeth,Ella,Ellen,Ellie,Elly,Elnora,Elsa,Elsie,Elyse,Helen,Helena,Hellen,Leesa,Lenora,Lenore,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Nell,Nelle,Nellie,Nelly,Nora,Norah,Tetty"
Ellen,1,1,"Eleonora,Ella,Elle,Ellie,Elly,Helen,Helena,Hellen,Lena,Nell,Nelle,Nellie,Nelly,Noor,Noortje,Nora"
Ellery,1,1,
Elli,1,1,"Bettina,Elisa,Elisabeth,Elise,Ella,Elsa,Else,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Liesl,Lili,Lilli,Lisa,Lisbeth"
Elliana,0,1,Eliana
Ellie,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Eliza,Elizabeth,Ella,Elle,Ellen,Elly,Elnora,Elsa,Elsie,Elyse,Helen,Helena,Hellen,Leesa,Lenora,Lenore,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Nell,Nelle,Nellie,Nelly,Nora,Norah,Tetty"
Ellington,1,1,
Ellinor,0,1,"Eleonor,Eleonora,Ella,Nora"
Elliot,1,1,
Elliott,1,1,
Ellis,1,1,
Elly,1,1,"Bess,Bessie,Beth,Betje,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Elisabeth,Elise,Eliza,Elizabeth,Ella,Elle,Ellen,Ellie,Elnora,Els,Elsa,Else,Elsie,Elsje,Elyse,Helen,Helena,Hellen,Ilse,Leesa,Lenora,Lenore,Libbie,Libby,Liddy,Lies,Liesbeth,Liese,Liesje,Lijsbeth,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lize,Lizette,Lizzie,Lizzy,Nell,Nelle,Nellie,Nelly,Nora,Norah,Tetty"
Elma,1,1,"Helma,Helmine,Mien,Mina,Wil,Wilhelmina,Wilhelmine,Willy,Wilma"
Elmer,1,1,
Elmira,0,1,Almira
Elmo,1,1,Erasmo
Elna,0,1,"Elin,Elina,Ella,Helena,Helene,Hella,Helle,Lena"
Elnora,1,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Lenora,Lenore,Nell,Nelle,Nonie,Nora,Norah,Noreen,Norene"
Elodia,0,1,
Elodie,0,1,
Eloisa,0,1,
Eloise,1,1,Elouise
Elon,1,1,
Elouise,1,1,Eloise
Elowen,0,1,
Eloy,1,0,Eligio
Elpidio,1,0,
Elroy,1,1,
Elsa,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Bettina,Betty,Bettye,Buffy,Eliisa,Elisa,Elísabet,Elisabet,Elisabeth,Elisabetta,Elise,Eliza,Elizabeth,Ella,Elle,Elli,Ellie,Elly,Else,Elsie,Elyse,Ilsa,Ilse,Leesa,Libbie,Libby,Liddy,Lies,Liesa,Liese,Liesel,Liesl,Liisa,Liisi,Lili,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lilli,Lillia,Lillian,Lilliana,Lillie,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Else,0,1,"Betje,Bettina,Elisa,Elisabeth,Elise,Ella,Elli,Elly,Els,Elsa,Elsje,Ilsa,Ilse,Lies,Liesa,Liesbeth,Liese,Liesel,Liesje,Liesl,Lijsbeth,Lili,Lilli,Lilly,Lisa,Lisbeth,Lise,Lize"
Elsie,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elisabet,Elisabeth,Elise,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Elspeth,0,1,"Ealasaid,Elspet"
Elton,1,1,
Elva,1,1,Ailbhe
Elvia,1,1,
Elvin,1,1,Alvin
Elvina,0,1,"Alvena,Alvina"
Elvira,1,1,
Elvis,1,1,
Elwin,1,1,
Elwood,1,1,
Elwyn,1,1,
Ely,1,1,Eli
Elyse,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Elysia,1,1,
Elyzabeth,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Ema,0,1,Emma
Emalee,0,1,"Em,Emely,Emilee,Emily,Emmie,Emmy,Millie,Milly"
Eman,1,1,"Imaan,Iman,Imen"
Emanuel,1,1,Manu
Emanuela,0,1,Manuela
Ember,1,1,Emberly
Emberly,0,1,Ember
Emelia,0,1,"Amelia,Millie,Milly"
Emelie,0,1,"Emilia,Emilie,Milly"
Emelina,0,1,
Emeline,0,1,
Emely,1,1,"Em,Emilee,Emily,Emmie,Emmy,Millie,Milly"
Emerald,1,1,
Emerie,1,1,
Emerson,1,1,
Emersyn,1,1,
Emery,1,1,Emory
Emi,0,1,
Emil,1,1,Mille
Emile,1,1,
Emilee,1,1,"Em,Emely,Emily,Emmie,Emmy,Millie,Milly"
Emili,0,1,
Emilia,1,1,"Emelie,Emilie,Emiliya,Emmi,Emmie,Emmy,Milja,Milka,Mille,Milly"
Emiliana,0,1,
Emiliano,1,1,
Emilie,1,1,"Emelie,Emilia,Emílie,Mille,Milly"
Emilio,1,1,
Emily,1,1,"Em,Emely,Emilee,Emmie,Emmy,Millie,Milly"
Emina,0,1,Amina
Emir,1,0,Amir
Emma,1,1,"Em,Ema,Emmalyn,Emmi,Emmie,Emmy,Emy,Ima,Irma"
Emmaline,0,1,"Emmalyn,Emmeline"
Emmalyn,0,1,"Em,Emma,Emmaline,Emmeline,Emmie,Emmy"
Emmanuel,1,1,"Manny,Manu"
Emmanuelle,1,1,
Emmeline,0,1,"Emmaline,Emmalyn"
Emmerson,1,1,Emerson
Emmet,1,0,
Emmett,1,1,
Emmi,0,1,"Emilia,Emma,Milja,Milka"
Emmie,0,1,"Em,Emely,Emilee,Emilia,Emily,Emma,Emmalyn,Emmy,Millie,Milly"
Emmitt,1,0,
Emmy,0,1,"Em,Emely,Emilee,Emilia,Émilie,Emily,Emma,Emmalyn,Emmie,Emy,Irma,Millie,Milly"
Emory,1,1,Emery
Emre,1,1,
Emrys,1,1,
Emy,0,1,"Émilie,Emma,Emmy"
Ena,0,1,"Aithne,Edna,Eithne,Enya,Ethna,Ethne,Etna,Irena"
Encarnacion,1,1,
Ender,1,1,
Eneida,0,1,
Enes,1,1,Enis
Enid,1,1,
Enis,1,1,Enes
Enna,0,1,
Ennis,1,1,
Enoch,1,0,
Enola,0,1,
Enos,1,0,
Enrico,1,0,Rico
Enrique,1,1,"Kike,Kiko,Quique"
Enya,0,1,"Aithne,Edna,Eithne,Ena,Ethna,Ethne,Etna"
Enzo,1,1,"Crescenzo,Lorenzo,Loris,Renzo,Vincenzo"
Eoin,1,0,"Iain,Ian"
Eowyn,0,1,
Ephraim,1,0,Efraim
Epifanio,1,0,
Epiphany,0,1,
Era,1,1,
Eran,1,1,
Erasmo,1,0,Elmo
Eren,1,1,
Eric,1,1,"Aric,Erick,Erik"
Erica,1,1,"Ericka,Erika,Erykah"
Erich,1,1,Erik
Erick,1,1,"Aric,Eric,Erik"
Ericka,1,1,"Erica,Erykah"
Erik,1,1,"Aric,Eerik,Eerikki,Eero,Eric,Erich,Erick,Erkki"
Erika,1,1,Erica
Erin,1,1,Eryn
Eris,1,1,
Erle,1,0,"Earl,Earle"
Erling,1,0,
Erma,1,1,Irma
Ermelinda,0,1,
Ermias,1,1,
Erminia,0,1,
Erna,1,1,
Ernest,1,1,"Earnest,Ern,Ernie"
Ernestina,0,1,Ernesta
Ernestine,1,1,Earnestine
Ernesto,1,1,
Ernie,1,1,"Earnest,Ern,Ernest"
Ernst,1,0,
Eros,1,0,
Errol,1,0,
Erskine,1,0,
Erva,0,1,
Ervin,1,1,
Erwin,1,1,"Eburwin,Hariwini"
Eryk,1,0,
Erykah,0,1,"Erica,Ericka"
Eryn,1,1,Erin
Esaias,1,0,
Esau,1,0,
Esdras,1,0,
Esha,0,1,
Esma,0,1,
Esmae,0,1,"Esme,Esmée"
Esme,0,1,"Esmae,Esmée"
Esmee,0,1,Esmée
Esmeralda,1,1,
Espen,1,1,"Asbjørn,Bjarne,Ebbe,Esben"
Esperanza,1,1,
Essa,1,1,"Eesa,Isa,Issa,Yasu"
Essence,0,1,
Essie,1,1,"Esta,Estella,Estelle,Esther"
Esta,1,1,"Essie,Esther"
Esteban,1,1,
Estee,1,1,Esther
Estefania,1,1,
Estel,1,1,
Estela,0,1,
Estella,1,1,"Essie,Estelle"
Estelle,1,1,"Essie,Estella"
Ester,1,1,"Essi,Esteri,Esther"
Esther,1,1,"Essie,Esta,Estee,Ester,Hester"
Estrella,0,1,
Ethan,1,1,
Ethel,1,1,Ethelyn
Ethelyn,0,1,Ethel
Etienne,1,1,
Etna,0,1,"Aithne,Edna,Eithne,Ena,Enya,Ethna,Ethne"
Etta,1,1,"Ettie,Harriet,Harriett,Harriette,Henrietta,Hettie"
Ettie,0,1,"Etta,Harriet,Harriett,Harriette,Henrietta,Hettie"
Eudora,0,1,
Eufemia,0,1,
Eugene,1,1,Gene
Eugenia,1,1,"Eugeneia,Gena,Genie,Gina,Jeana,Jeanna"
Eugenie,0,1,
Eugenio,1,0,
Eula,1,1,Eulalia
Eulalia,0,1,"Eula,Olalla"
Eulalie,0,1,
Eulogio,1,0,
Eunice,1,1,
Euphemia,0,1,"Effie,Eppie"
Eusebio,1,0,
Eustace,1,0,
Eva,1,1,"Ava,Avah,Aviana,Avianna,Eef,Eefje,Eeva,Eve,Evelia,Evi,Evie,Evita,Evvie,Evy,Yeva"
Evaline,0,1,"Evalyn,Eveline,Evelyn,Evelynn,Evie,Evvie"
Evalyn,0,1,"Evaline,Eveline,Evelyn,Evelynn,Evie,Evvie"
Evan,1,1,"Ianto,Iefan,Ieuan,Ifan,Ioan,Iwan"
Evander,1,0,"Euandros,Evandrus,Iomhar,Ivor"
Evangelia,0,1,
Evangelina,0,1,"Evangeline,Lina"
Evangeline,0,1,Evangelina
Evangelos,1,0,Vangelis
Evaristo,1,0,
Eve,0,1,"Ava,Avah,Eeva,Eva,Evie,Evvie"
Evelia,0,1,"Eva,Evita"
Evelin,1,1,
Evelina,0,1,"Avis,Evy,Lina"
Eveline,0,1,"Evaline,Evalyn,Evelien,Evelyn,Évelyne,Evelynn,Evie,Evvie"
Evelyn,1,1,"Evaline,Evalyn,Eveline,Evelynn,Evie,Evvie"
Evelyne,0,1,
Evelynn,0,1,"Evaline,Evalyn,Eveline,Evelyn,Evie,Evvie"
Everett,1,1,Everette
Everette,1,1,Everett
Everitt,1,0,"Everett,Everette"
Everlee,0,1,"Everleigh,Everly"
Everleigh,0,1,"Everlee,Everly"
Everly,1,1,"Everlee,Everleigh"
Evert,1,0,Eef
Evette,0,1,Yvette
Evie,1,1,"Ava,Avah,Aviana,Avianna,Eva,Evaline,Evalyn,Eve,Eveline,Evelyn,Evelynn,Evvie"
Evin,1,1,
Evita,0,1,"Eva,Evelia"
Evonne,0,1,"Evette,Lavonne,Yvette,Yvonne"
Evren,1,1,
Evy,0,1,"Eef,Eefje,Eva,Evelina,Evi"
Ewald,1,0,"Ewoud,Ewout"
Ewan,1,0,"Eoghan,Euan"
Ezekiel,1,1,Zeke
Ezequiel,1,0,
Ezio,1,0,
Ezra,1,1,
Fabian,1,1,
Fabiana,0,1,
Fabien,1,0,
Fabio,1,0,
Fabiola,1,1,Fabia
Fabricio,1,0,
Fabrizio,1,0,
Fadi,1,0,
Fae,0,1,"Faith,Fay,Faye"
Faiga,0,1,
Faisal,1,0,"Faizel,Faysal"
Faith,1,1,"Fae,Fay,Faye"
Faithe,0,1,"Fae,Faith,Fay,Faye"
Faiza,0,1,Fayza
Fallon,1,1,
Fancy,0,1,
Fannie,1,1,"Cissy,Fanny,Fran,Frances,Francis,Frankie,Frannie,Franny,Sissie,Sissy"
Fanny,0,1,"Cissy,Fannie,Fran,France,Frances,Francette,Francine,Francis,Francisca,Françoise,Frankie,Frannie,Franny,Paca,Paquita,Sissie,Sissy,Stéphanie"
Farah,1,1,
Fareed,1,0,Farid
Farhan,1,0,
Farid,1,0,Fareed
Farida,0,1,
Faris,1,1,
Farley,1,1,
Faron,1,1,
Farrah,1,1,
Farrell,1,1,
Fatema,0,1,
Fatima,1,1,"Fatimah,Fatma"
Fatimah,0,1,"Fatima,Fatma"
Fatma,0,1,"Fatima,Fatimah,Fatoş"
Fatou,0,1,"Fatimata,Fatimatou,Fatoumata,Fatuma"
Fatoumata,0,1,"Fatimata,Fatimatou,Fatou,Fatuma"
Faustina,0,1,
Faustino,1,0,
Fausto,1,0,
Fawn,0,1,
Fay,1,1,"Fae,Faith,Faye"
Faye,1,1,"Fae,Faith,Fay"
Federico,1,1,Federigo
Felice,1,1,
Felicia,1,1,Lisha
Feliciana,0,1,
Feliciano,1,0,
Felicita,0,1,
Felicitas,0,1,Felizitas
Felicity,1,1,
Felipa,0,1,
Felipe,1,1,Filipe
Felisa,0,1,
Felix,1,1,
Fenton,1,0,
Ferdinand,1,0,"Ferdi,Ferdie,Ferdo,Ferdy,Fernand"
Fermin,1,0,"Fermintxo,Mintxo"
Fern,1,1,Ferne
Fernand,1,0,Ferdinand
Fernanda,1,1,Ferdinanda
Fernande,0,1,
Fernando,1,1,"Fernão,Hernán,Hernando,Nando"
Ferne,0,1,Fern
Fidel,1,0,
Fidelia,0,1,Fidela
Filemon,1,0,
Filiberto,1,0,
Filip,1,0,"Flip,Philip"
Filippo,1,0,
Filomena,0,1,
Finlay,1,1,"Finley,Fionnlagh"
Finley,1,1,"Finlay,Finnley,Fionnlagh"
Finn,1,1,"Finnagán,Finnán,Fion,Fionn,Fionnán,Fynn"
Finnegan,1,1,
Finnian,1,0,Finnén
Finnley,1,1,Finley
Fiona,1,1,
Fionn,1,0,"Finn,Finnagán,Finnán,Fion,Fionnán"
Fiorella,0,1,Fiore
Fisher,1,1,
Flannery,0,1,
Flavia,0,1,
Flavio,1,0,
Fletcher,1,1,
Flint,1,0,
Flo,0,1,"Flora,Florence,Floretta,Florrie,Flossie"
Flor,1,1,"Florencia,Florinda"
Flora,1,1,"Fiore,Flo,Floor,Floortje,Flore,Floretta,Florrie"
Florence,1,1,"Flo,Florrie,Flossie"
Florencia,0,1,Flor
Florencio,1,0,
Florentina,0,1,
Florentine,1,1,
Florentino,1,0,
Floretta,0,1,"Flo,Flora,Florrie"
Florian,1,1,
Florinda,0,1,Flor
Florine,1,1,
Floris,1,1,Floor
Florrie,0,1,"Flo,Flora,Florence,Floretta,Flossie"
Flossie,1,1,"Flo,Florence,Florrie"
Floyd,1,1,
Flynn,1,1,
Ford,1,1,
Forest,1,1,Forrest
Forrest,1,1,Forest
Fortunato,1,0,
Foster,1,1,
Fox,1,1,
Fran,1,1,"Cissy,Curro,Fannie,Fanny,Franc,France,Frances,Franci,Francis,Francisco,Frančišek,Frane,Franjo,Frank,Frankie,Frannie,Franny,Frano,Kiko,Paco,Pancho,Paquito,Sissie,Sissy"
France,1,1,"Fanny,Fran,Franc,Francette,Franci,Francine,Frančišek,Françoise"
Francene,0,1,Francine
Frances,1,1,"Cissy,Fannie,Fanny,Fran,Francis,Frankie,Frannie,Franny,Sissie,Sissy"
Francesca,1,1,Franca
Francesco,1,0,Franco
Francine,1,1,"Fanny,France,Francette,Françoise"
Francis,1,1,"Cissy,Fannie,Fanny,Fran,Frances,Frank,Frankie,Frannie,Franny,Sissie,Sissy"
Francisca,1,1,"Chica,Fanny,Paca,Paquita"
Francisco,1,1,"Chico,Curro,Fran,Kiko,Paco,Pancho,Paquito"
Franco,1,0,Francesco
Francois,1,1,
Francoise,0,1,
Frank,1,1,"Fran,Francis,Frankie,Franklin,Franny"
Frankie,1,1,"Cissy,Fannie,Fanny,Fran,Frances,Francis,Frank,Franklin,Frannie,Franny,Sissie,Sissy"
Franklin,1,1,"Frank,Frankie"
Franklyn,1,1,
Franz,1,0,
Frazier,1,0,
Fred,1,1,"Alfred,Fiete,Freddie,Freddy,Frédéric,Frederick,Frederico,Frederik,Fredric,Fredrick,Freek,Friedrich,Frits,Fritz,Manfred,Rik"
Freda,1,1,"Alfreda,Freddie,Winifred,Winnie,Winnifred"
Freddie,1,1,"Alfreda,Fred,Freda,Freddy,Frederick,Fredric,Fredrick,Winifred,Winnie,Winnifred"
Freddy,1,1,"Fred,Freddie,Frederick,Frederik,Fredric,Fredrick,Freek,Frits,Rik"
Frederic,1,0,
Frederica,0,1,
Frederick,1,1,"Fred,Freddie,Freddy,Fredric,Fredrick"
Frederico,1,0,Fred
Frederik,1,0,"Fred,Freddy,Freek,Frits,Rik"
Fredric,1,0,"Fred,Freddie,Freddy,Frederick,Fredrick"
Fredrick,1,1,"Fred,Freddie,Freddy,Frederick,Fredric"
Freeman,1,1,
Freida,0,1,"Elfreda,Elfrieda,Frieda"
Freya,0,1,Freyja
Freyja,0,1,Freya
Frida,0,1,
Frieda,0,1,"Elfreda,Elfrieda,Elfriede,Freida,Friede,Friederike,Fritzi,Rike"
Friedrich,1,0,"Fiete,Fred,Fritz"
Fritz,1,0,"Fiete,Fred,Friedrich"
Frona,0,1,
Fulton,1,0,
Fynn,1,1,Finn
Gabby,1,1,"Brielle,Gabe,Gabriel,Gabrielle"
Gabe,1,0,"Gabby,Gabriel"
Gabino,1,0,
Gabriel,1,1,"Biel,Gabby,Gabe,Gabi,Gavril,Kaapo"
Gabriela,1,1,"Gabi,Gabriele"
Gabriele,1,1,"Gabi,Gabriela"
Gabriella,1,1,"Bree,Bria,Briella,Ella,Gabi"
Gabrielle,1,1,"Brielle,Gabby"
Gae,0,1,"Gay,Gaye"
Gael,1,1,Gaël
Gaetana,0,1,
Gaetano,1,0,
Gage,1,1,
Gaia,0,1,Gaea
Gail,1,1,"Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gale,Gayla,Gayle"
Gaila,0,1,"Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla,Gayle"
Gala,0,1,"Galina,Galya"
Gale,1,1,"Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gayla,Gayle"
Galen,1,1,
Gamaliel,1,0,
Gardenia,0,1,
Garen,1,1,"Garegin,Karekin,Karen"
Gareth,1,1,"Gahariet,Gaz"
Garey,1,0,
Garfield,1,0,
Garland,1,1,
Garnet,1,1,
Garnett,1,1,
Garnette,0,1,Garnet
Garret,1,1,
Garrett,1,1,
Garrick,1,0,
Garry,1,1,
Garth,1,0,
Gary,1,1,Gaz
Gaspar,1,0,"Caspar,Jasper"
Gasper,1,0,
Gaston,1,0,
Gauri,0,1,
Gautam,1,0,Goutam
Gavin,1,1,
Gavino,1,0,
Gavriel,1,1,
Gay,1,1,Gaye
Gaye,0,1,Gay
Gayla,1,1,"Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayle"
Gayle,1,1,"Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla"
Gaylord,1,1,
Geena,0,1,"Eugenia,Gena,Genie,Georgeanna,Georgia,Georgiana,Georgina,Gina,Ginger,Ginnie,Ginny,Ina,Jeana,Jeanna,Jinny,Jorja,Regena,Regina,Virgee,Virgie,Virginia"
Gema,0,1,
Gemini,1,1,
Gemma,0,1,Jemma
